Sales Table,,,,,,,,,,,,,,,,,
Company:Nationa Store,,,,,,,,,,,,,,,,,
Department,,,,,,,,,,,,,,,,,
Row ID,Order ID,Order Date,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Customer Rating,Selling Price
2943,PU-2014-138317,6/21/2022,NW-18400,Pure Harvest Organics,Retailer,India,Surat,Gujarat,West,JOSH-4832504,Dairy & Beverages,Beverages,Josh Kadak Tea : 1 kg,2580,12,8,215
2944,PU-2014-138317,6/21/2022,NW-18400,Pure Harvest Organics,Retailer,India,Surat,Gujarat,West,TETLEY-4832505,Dairy & Beverages,Beverages,Tetley Green Tea Lemon & Honey : 100 Tea-Bags,8125,13,8,625
2945,PU-2014-138317,6/21/2022,NW-18400,Pure Harvest Organics,Retailer,India,Surat,Gujarat,West,GIRNAR-4832506,Dairy & Beverages,Beverages,Girnar Detox Desi Kahwa Green Tea : 50 Tea-Bags,11760,24,9,490
2946,MA-2015-130610,7/5/2023,VP-21730,AceValue SuperMart,Super Store,India,Nagpur,Maharashtra,West,LIPTON-4832507,Dairy & Beverages,Beverages,Lipton Green Tea Honey Lemon : 100 Tea-Bags,9375,15,6,625
2947,MA-2017-104381,12/16/2023,RD-19810,FreshValley Hypermarket,Super Store,India,Amritsar,Punjab,North,TEA-4832508,Dairy & Beverages,Beverages,Tea Country Honey & Lemon Green Tea : 25 Tea-Bags,2990,23,6,130
2948,MA-2016-131499,9/8/2022,MG-17875,MetroMax HyperMart,Super Store,India,Indore,Madhya Pradesh,Central,TETLEY-4832509,Dairy & Beverages,Beverages,Tetley Green Tea Ginger Mint & Lemon : 100 Tea-Bags,15625,25,3,625
2949,GU-2014-148761,5/17/2022,PA-19060,TrueValue Superstore,Super Store,India,Gurgaon,Haryana,North,LIPTON-4832510,Dairy & Beverages,Beverages,Lipton Green Tea - Clear & Light: 25 Tea-Bags,3230,19,9,170
2950,MA-2017-116519,10/13/2023,CR-12730,Grain & Spice Grocers,Retailer,India,Jaipur,Rajasthan,West,CETAPHIL-2178451,Beauty & Cosmetics,Skin,Cetaphil Moisturising Cream : 80 gms,7188,12,8,599
2951,MA-2014-130729,10/24/2022,AA-10375,Fresh Harvest Groceries 2,Retailer,India,Udaipur,Rajasthan,West,CETAPHIL-2178452,Beauty & Cosmetics,Skin,Cetaphil Moisturising Lotion : 500ml,39975,25,9,1599
2952,RA-2016-124772,12/5/2022,JG-15160,Taste of Tradition Mart,Retailer,India,Lucknow,Uttar Pradesh,North,NEUTROGENA-2178453,Beauty & Cosmetics,Skin,Neutrogena Hydro Boost Water Gel : 50 gms,17250,15,8,1150
2953,PU-2016-115525,7/25/2022,RR-19525,The Naan Bistro,Restaurants,India,Varanasi,Uttar Pradesh,North,CETAPHIL-2178454,Beauty & Cosmetics,Skin,Cetaphil Brightening Day Protection Cream SPF 15 : 50 gms,22680,21,9,1080
2954,MA-2017-134845,4/17/2023,SR-20425,FreshWave SuperMart,Super Store,India,Vadodara,Gujarat,West,CETAPHIL-2178455,Beauty & Cosmetics,Skin,Cetaphil Daily Advance Ultra Hydrating Lotion : 100 gms,9072,16,9,567
2955,MA-2017-134845,4/17/2023,SR-20425,FreshWave SuperMart,Super Store,India,Vadodara,Gujarat,West,LAKME-2178456,Beauty & Cosmetics,Skin,Lakme Lumi Skin Cream : 30 gms,5681,19,6,299
2956,MA-2017-134845,4/17/2023,SR-20425,FreshWave SuperMart,Super Store,India,Vadodara,Gujarat,West,LOTUS-2178457,Beauty & Cosmetics,Skin,Lotus Herbals Youthrx Anti Ageing Transforming Crème : 50 gms,9060,12,8,755
2957,MA-2017-134845,4/17/2023,SR-20425,FreshWave SuperMart,Super Store,India,Vadodara,Gujarat,West,LAKME-2178458,Beauty & Cosmetics,Skin,Lakme 9to5 Vitamin C+ Day Cream : 50 gms,7500,20,5,375
2958,MA-2017-134845,4/17/2023,SR-20425,FreshWave SuperMart,Super Store,India,Vadodara,Gujarat,West,OLAY-2178459,Beauty & Cosmetics,Skin,Olay Regenerist Micro-Sculpting Cream : 50 gms,41377,23,10,1799
2959,MA-2015-138919,9/17/2023,LS-16975,CentralHub Hypermart,Super Store,India,Patna,Bihar,East,OLAY-2178460,Beauty & Cosmetics,Skin,Olay Natural Aura Instant UV Protection Glowing Cream : 40 gms,3582,18,6,199
2960,UT-2016-160528,8/23/2022,MH-18115,NewWave Hyperstore,Super Store,India,Udaipur,Rajasthan,West,FACES-2178461,Beauty & Cosmetics,Skin,Faces Canada Peaches N Cream Tinted Moisturizer : 35 gms,12579,21,6,599
2961,UT-2016-160528,8/23/2022,MH-18115,NewWave Hyperstore,Super Store,India,Udaipur,Rajasthan,West,OLAY-2178462,Beauty & Cosmetics,Skin,Olay Total Effects 7InOne Normal SPF 15 Day Cream : 50 gms,22776,24,7,949
2962,UT-2016-160528,8/23/2022,MH-18115,NewWave Hyperstore,Super Store,India,Udaipur,Rajasthan,West,L'OREAL-2178463,Beauty & Cosmetics,Skin,L'Oreal Paris Revitalift Cream For Women : 50 ml,14985,15,9,999
2963,TE-2015-123568,11/8/2023,SC-20095,Pure Veggie Basket,Retailer,India,Agra,Uttar Pradesh,North,SIMPLE-2178464,Beauty & Cosmetics,Skin,Simple Hydrating Light Moisturiser : 125 ml,8370,18,8,465
2964,TE-2015-123568,11/8/2023,SC-20095,Pure Veggie Basket,Retailer,India,Agra,Uttar Pradesh,North,NATURE'S-2178465,Beauty & Cosmetics,Skin,Nature's Moisturizing Essence Aloe Beauty Gel : 100 gms,1400,14,8,100
2965,TE-2015-123568,11/8/2023,SC-20095,Pure Veggie Basket,Retailer,India,Agra,Uttar Pradesh,North,L'OREAL-2178466,Beauty & Cosmetics,Skin,L'Oreal Paris Glycolic Bright Glowing Night Cream : 50 ml,18725,25,8,749
2966,TE-2015-123568,11/8/2023,SC-20095,Pure Veggie Basket,Retailer,India,Agra,Uttar Pradesh,North,FACES-2178467,Beauty & Cosmetics,Skin,Faces Canada Hydro Face Moisturizer : 100 ml,14975,25,9,599
2967,UT-2017-124674,11/17/2023,JB-16000,Greenway Essentials Store,Retailer,India,Ahmedabad,Gujarat,West,L'OREAL-2178468,Beauty & Cosmetics,Skin,L'Oreal Paris Revitalift Cream For Women : 15 ml,7935,15,7,529
2968,MA-2015-164441,11/8/2023,AC-10450,The Green Essentials,Retailer,India,Panaji,Goa,West,LOTUS-2178469,Beauty & Cosmetics,Skin,Lotus Make-Up Xpress Glow 10-In-1 Daily Beauty Crème : 30 gms,8970,23,7,390
2969,MA-2015-164441,11/8/2023,AC-10450,The Green Essentials,Retailer,India,Panaji,Goa,West,SOULFLOWER-2178470,Beauty & Cosmetics,Skin,Soulflower Acne Clearout Spot Corrector : 15 ml,4950,11,9,450
2970,PU-2017-169054,4/22/2023,MO-17800,EliteChoice Hyperstore,Super Store,India,Chennai,Tamil Nadu,South,LOTUS-2178471,Beauty & Cosmetics,Skin,Lotus Make-Up Xpress Glow 10-in-1 Beauty Cream SPF 25 : 30 gms,8970,23,9,390
2971,HI-2014-106719,8/24/2022,RB-19645,The Curry Pot,Restaurants,India,Ludhiana,Punjab,North,NEUTROGENA-2178472,Beauty & Cosmetics,Skin,Neutrogena Bright Boost Gel Cream Face Moisturizer : 15 gms,12150,27,5,450
2972,GU-2017-116855,12/17/2023,AI-10855,Fresh Fields Essentials,Retailer,India,Bhopal,Madhya Pradesh,Central,CETAPHIL-2178473,Beauty & Cosmetics,Skin,Cetaphil Optimal Hydration Daily Cream : 50 gm,25000,20,10,1250
2973,KE-2016-164189,3/24/2022,DR-12880,Taste of India,Restaurants,India,Prayagraj,Uttar Pradesh,North,POND'S-2178474,Beauty & Cosmetics,Skin,Pond's Super Light Gel Oil Fresh Moisturiser : 200 ml,11477,23,7,499
2974,MA-2015-168480,9/21/2023,DM-12955,Bombay Feast,Restaurants,India,Shillong,Meghalaya,East,GARNIER-2178475,Beauty & Cosmetics,Skin,Garnier Bright Complete 30x Vitamin C Booster Face Serum : 15 ml,3887,13,6,299
2975,MA-2015-168480,9/21/2023,DM-12955,Bombay Feast,Restaurants,India,Shillong,Meghalaya,East,PLUM-2178476,Beauty & Cosmetics,Skin,Plum Vitamin C Face Serum With Mandarin : 20 ml,8800,16,10,550
2976,KE-2016-114293,11/21/2022,JH-16180,Indian Grocery Mart,Retailer,India,Udaipur,Rajasthan,West,L'OREAL-2178477,Beauty & Cosmetics,Skin,L'Oreal Revitalift 1.5% Hyaluronic Acid Serum : 30 ml,17982,18,7,999
2977,PU-2017-134173,9/16/2023,AB-10060,TrendyMart Hyper,Super Store,India,Rajkot,Gujarat,West,LAKME-2178478,Beauty & Cosmetics,Skin,Lakme 9to5 Vitamin C+ Facial Serum : 30 ml,16225,25,10,649
2978,MA-2015-123960,6/11/2023,BD-11605,Taste of Home Mart,Retailer,India,Patna,Bihar,East,THE-2178479,Beauty & Cosmetics,Skin,The Derma Co 2% Kojic Acid Face Serum : 30 ml,13473,27,7,499
2979,MA-2015-123960,6/11/2023,BD-11605,Taste of Home Mart,Retailer,India,Patna,Bihar,East,OLAY-2178480,Beauty & Cosmetics,Skin,Olay Total Effects 7InOne Daily Serum : 50 ml,12987,13,10,999
2980,MA-2015-123960,6/11/2023,BD-11605,Taste of Home Mart,Retailer,India,Patna,Bihar,East,DOT-2178481,Beauty & Cosmetics,Skin,Dot & Key 10% Vitamin C+E Face Serum : 20 ml,6487,13,8,499
2981,MA-2015-123960,6/11/2023,BD-11605,Taste of Home Mart,Retailer,India,Patna,Bihar,East,SOULFLOWER-2178482,Beauty & Cosmetics,Skin,Soulflower Brightening Wand Face Serum : 15 ml,6300,14,6,450
2982,MA-2015-123960,6/11/2023,BD-11605,Taste of Home Mart,Retailer,India,Patna,Bihar,East,FACES-2178483,Beauty & Cosmetics,Skin,Faces Canada Glow Lift Serum Dragon Fruit : 27 ml,8235,15,7,549
2983,MA-2017-101749,10/3/2023,AS-10045,Coconut Grove,Restaurants,India,Indore,Madhya Pradesh,Central,DOT-2178484,Beauty & Cosmetics,Skin,Dot & Key Pomegranate Miracle Collagen Boost Retinol Youth Serum : 25 ml,10115,17,5,595
2984,UT-2016-147991,5/5/2022,ZD-21925,Pure & Fresh Grocery,Retailer,India,Patna,Bihar,East,DOT-2178485,Beauty & Cosmetics,Skin,Dot & Key Cica & Cactus 2% Salicylic + Zinc Skin Clearing Serum : 20 ml,6384,16,10,399
2985,MA-2017-149559,9/11/2023,KF-16285,PureLand Hyperstore,Super Store,India,Bengaluru,Karnataka,South,L'OREAL-2178486,Beauty & Cosmetics,Skin,L'Oreal Revitalift Crystal Micro Essence : 65 ml,19176,24,6,799
2986,MA-2017-149559,9/11/2023,KF-16285,PureLand Hyperstore,Super Store,India,Bengaluru,Karnataka,South,LAKME-2178487,Beauty & Cosmetics,Skin,Lakme Absolute Perfect Radiance Serum : 15 ml,5083,17,6,299
2987,MA-2017-149559,9/11/2023,KF-16285,PureLand Hyperstore,Super Store,India,Bengaluru,Karnataka,South,LAKME-2178488,Beauty & Cosmetics,Skin,Lakme Absolute Youth Infinity Serum : 15 ml,7984,16,8,499
2988,PU-2015-135174,4/30/2023,BP-11230,Pure Organic Harvest,Retailer,India,Jalandhar,Punjab,North,FACES-2178489,Beauty & Cosmetics,Skin,Faces Canada Pink Aloe Fresh Eyes Serum : 15 ml,9333,17,7,549
2989,KE-2017-125290,11/6/2023,CC-12430,Prime Plaza HyperMart,Super Store,India,Rajkot,Gujarat,West,OLAY-2178490,Beauty & Cosmetics,Skin,Olay Luminous Tone Perfecting Hydrating Essence : 7 ml,7329,21,7,349
2990,TA-2014-137351,9/30/2022,DB-13615,Mother’s Pantry,Retailer,India,Agra,Uttar Pradesh,North,LAKME-34632589,Beauty & Cosmetics,Face,Lakme Perfecting Liquid Foundation - Pearl : 27 ml,2299,11,10,209
2991,UT-2017-121419,4/2/2023,TC-21475,PrimePeak SuperStore,Super Store,India,Hyderabad,Telangana,South,BLUE-34632590,Beauty & Cosmetics,Face,Blue Heaven HD All In One Makeup Stick - Vanilla Very Fair : 10 gms,4000,25,4,160
2992,UT-2017-121419,4/2/2023,TC-21475,PrimePeak SuperStore,Super Store,India,Hyderabad,Telangana,South,MAYBELLINE-34632591,Beauty & Cosmetics,Face,Maybelline New York Foundation Tube - 115 Ivory : 18 ml,5264,16,10,329
2993,UT-2017-148054,10/6/2023,NZ-18565,MarketPlace Deluxe,Super Store,India,Patna,Bihar,East,FACES-34632592,Beauty & Cosmetics,Face,Faces Canada 3in1 Matte Foundation - Absolute Ivory : 25 ml,7137,13,10,549
2994,UT-2017-148054,10/6/2023,NZ-18565,MarketPlace Deluxe,Super Store,India,Patna,Bihar,East,FACES-34632593,Beauty & Cosmetics,Face,Faces Canada Matte Finish Foundation - Natural 03: 15 ml,5850,26,9,225
2995,UT-2017-148054,10/6/2023,NZ-18565,MarketPlace Deluxe,Super Store,India,Patna,Bihar,East,LAKME-34632594,Beauty & Cosmetics,Face,Lakme 9to5 Primer + Matte Cover Foundation - N200 Neutral Nude : 25 ml,13650,26,6,525
2996,MA-2016-128517,4/9/2022,SW-20350,OmniPoint Hypermarket,Super Store,India,Bhubaneswar,Odisha,East,LAKME-34632595,Beauty & Cosmetics,Face,Lakme 9to5 Mousse Foundation - Rose Honey : 25 gms,17550,27,9,650
2997,MA-2016-128517,4/9/2022,SW-20350,OmniPoint Hypermarket,Super Store,India,Bhubaneswar,Odisha,East,INSIGHT-34632596,Beauty & Cosmetics,Face,Insight Ultra-Thin Foundation - 03 Sunbeige : 20 ml,4830,21,1,230
2998,MA-2015-100377,8/28/2023,TS-21370,Biryani Junction,Restaurants,India,Dehradun,Uttarakhand,North,MAYBELLINE-34632597,Beauty & Cosmetics,Face,Maybelline New York Fit Me Liquid Foundation - 310 : 30 ml,8437,13,10,649
2999,MA-2017-131492,10/19/2023,HH-15010,Pappadam Plaza,Restaurants,India,Gwalior,Madhya Pradesh,Central,INSIGHT-34632598,Beauty & Cosmetics,Face,Insight HD Foundation - LNP15 : 20 ml,3300,12,8,275
3000,MA-2017-131492,10/19/2023,HH-15010,Pappadam Plaza,Restaurants,India,Gwalior,Madhya Pradesh,Central,LOTUS-34632599,Beauty & Cosmetics,Face,Lotus Make-Up Ecostay Foundation - Royal Pearl : 30 ml,15290,22,5,695
3001,MA-2017-131492,10/19/2023,HH-15010,Pappadam Plaza,Restaurants,India,Gwalior,Madhya Pradesh,Central,INSIGHT-34632600,Beauty & Cosmetics,Face,Insight HD Foundation - LN10 : 20 ml,4125,15,10,275
3002,MA-2017-131492,10/19/2023,HH-15010,Pappadam Plaza,Restaurants,India,Gwalior,Madhya Pradesh,Central,FACES-34632601,Beauty & Cosmetics,Face,Faces Canada Second Skin Foundation - Rich Ivory 013: 15 ml,17081,19,6,899
3003,PU-2016-144554,11/7/2022,DM-13345,Tandoor Nights,Restaurants,India,Udaipur,Rajasthan,West,FACES-34632602,Beauty & Cosmetics,Face,Faces Canada Weightless Matte Finish Compact Powder – Natural : 9 gm,3825,17,10,225
3004,UT-2017-127621,3/3/2023,RE-19450,Pure & Fresh Grocery Store,Retailer,India,Kochi,Kerala,South,LAKME-34632603,Beauty & Cosmetics,Face,Lakme Rose Face Powder With Sunscreen - Soft Pink : 40 gms,5175,23,8,225
3005,MA-2015-145184,11/27/2023,JD-16150,The Comfort Café,Restaurants,India,Varanasi,Uttar Pradesh,North,LAKME-34632604,Beauty & Cosmetics,Face,Lakme Sun Expert Ultra Matte SPF 40 PA+++ Compact : 7 gms,4550,14,7,325
3006,MA-2015-145184,11/27/2023,JD-16150,The Comfort Café,Restaurants,India,Varanasi,Uttar Pradesh,North,LAKME-34632605,Beauty & Cosmetics,Face,Lakme 9to5 Matte Complexion Compact - Melon : 8 gms,11381,19,6,599
3007,AN-2017-106859,3/13/2023,BF-11215,GrandBazaar Deluxe,Super Store,India,Lucknow,Uttar Pradesh,North,MAYBELLINE-34632606,Beauty & Cosmetics,Face,Maybelline Fit Me Compact - 310 Sun Beige : 6 gm,4035,15,8,269
3008,AN-2017-106859,3/13/2023,BF-11215,GrandBazaar Deluxe,Super Store,India,Lucknow,Uttar Pradesh,North,LAKME-34632607,Beauty & Cosmetics,Face,Lakme Perfect Radiance Compact - Golden Medium 03 : 8 gms,3250,13,10,250
3009,AN-2017-106859,3/13/2023,BF-11215,GrandBazaar Deluxe,Super Store,India,Lucknow,Uttar Pradesh,North,BLUE-34632608,Beauty & Cosmetics,Face,Blue Heaven Flaw Finishing Compact - Powder Natural : 20 gms,3750,25,7,150
3010,AN-2017-106859,3/13/2023,BF-11215,GrandBazaar Deluxe,Super Store,India,Lucknow,Uttar Pradesh,North,BLUE-34632609,Beauty & Cosmetics,Face,Blue Heaven Pearl Glow Compact - Honey Medium : 9 gms,1300,10,6,130
3011,AN-2017-106859,3/13/2023,BF-11215,GrandBazaar Deluxe,Super Store,India,Lucknow,Uttar Pradesh,North,LOTUS-34632610,Beauty & Cosmetics,Face,Lotus Make-Up Naturalblend Ivory 570 Compact : 10 gms,13473,27,9,499
3012,PU-2017-120089,11/30/2023,ML-17755,GrandSphere HyperMart,Super Store,India,Pune,Maharashtra,West,INSIGHT-34632611,Beauty & Cosmetics,Face,Insight Pro Concealer Palette - Concealer : 15 gms,3910,17,9,230
3013,MA-2014-119375,11/17/2022,YC-21895,The Rustic Fork,Restaurants,India,Mumbai,Maharashtra,West,INSIGHT-34632612,Beauty & Cosmetics,Face,Insight Pro Concealer Palette - Corrector : 15 gms,5750,25,7,230
3014,MA-2014-119375,11/17/2022,YC-21895,The Rustic Fork,Restaurants,India,Mumbai,Maharashtra,West,MAYBELLINE-34632613,Beauty & Cosmetics,Face,Maybelline New York Fit Me Concealer - 30 Honey : 6.8 ml,13178,22,9,599
3015,MA-2014-119375,11/17/2022,YC-21895,The Rustic Fork,Restaurants,India,Mumbai,Maharashtra,West,INSIGHT-34632614,Beauty & Cosmetics,Face,Insight Hd Conceal - 04 Golden Sand : 8 gms,2795,13,10,215
3016,MA-2016-125206,1/3/2022,LR-16915,Simply Pure Organics,Retailer,India,Kanpur,Uttar Pradesh,North,INSIGHT-34632615,Beauty & Cosmetics,Face,Insight Hd Conceal - 01 Sun Beige : 8 gms,3225,15,8,215
3017,MA-2015-126137,10/3/2023,BS-11755,Fresh Roots Grocers,Retailer,India,Vijayawada,Andhra Pradesh,South,INSIGHT-34632616,Beauty & Cosmetics,Face,Insight HD Concealer - (CR-111) LN 10 : 9 gms,6480,24,8,270
3018,UT-2014-143903,7/20/2022,KM-16375,MetroGoods SuperMart,Super Store,India,Surat,Gujarat,West,FACES-34632617,Beauty & Cosmetics,Face,Faces Canada Ultime Pro HD Concealer - Toffee Love : 3.8 ml,6039,11,7,549
3019,UT-2014-143903,7/20/2022,KM-16375,MetroGoods SuperMart,Super Store,India,Surat,Gujarat,West,GARNIER-34632618,Beauty & Cosmetics,Face,Garnier Bright Complete 30x Vitamin C Booster Face Serum : 15 ml,4186,14,9,299
3020,UT-2014-143903,7/20/2022,KM-16375,MetroGoods SuperMart,Super Store,India,Surat,Gujarat,West,PILGRIM-34632619,Beauty & Cosmetics,Face,Pilgrim 24K Gold Serum : 20 ml,10425,15,10,695
3021,MA-2014-104780,5/21/2022,BT-11530,MegaValue Superstore,Super Store,India,Mumbai,Maharashtra,West,PLUM-34632620,Beauty & Cosmetics,Face,Plum Vitamin C Face Serum With Mandarin : 20 ml,6050,11,6,550
3022,MA-2017-101182,9/4/2023,KB-16405,Central Crest Mart,Super Store,India,Patna,Bihar,East,LAKME-34632621,Beauty & Cosmetics,Face,Lakme 9to5 Vitamin C+ Facial Serum : 30 ml,14278,22,7,649
3023,MA-2017-101182,9/4/2023,KB-16405,Central Crest Mart,Super Store,India,Patna,Bihar,East,WOW-34632622,Beauty & Cosmetics,Face,WOW Skin Science Vit C Face Serum : 30 ml,18873,27,7,699
3024,RA-2017-132297,5/27/2023,DW-13480,GrandCrest Superstore,Super Store,India,Thiruvananthapuram,Kerala,South,NEUTROGENA-34632623,Beauty & Cosmetics,Face,Neutrogena Bright Boost Illuminating Face Serum : 30 ml,16200,12,7,1350
3025,RA-2017-132297,5/27/2023,DW-13480,GrandCrest Superstore,Super Store,India,Thiruvananthapuram,Kerala,South,PLUM-34632624,Beauty & Cosmetics,Face,Plum Bakuchiol & Retinol 1% Serum : 20 ml,5500,10,8,550
3026,MA-2014-100328,1/28/2022,JC-15340,Swadesh Organics Hub,Retailer,India,Vijayawada,Andhra Pradesh,South,OLAY-34632625,Beauty & Cosmetics,Face,Olay Total Effects 7InOne Daily Serum : 50 ml,9990,10,9,999
3027,UT-2017-118773,2/9/2023,TP-21415,Green Spice Store,Retailer,India,Patna,Bihar,East,FACES-34632626,Beauty & Cosmetics,Face,Faces Canada Pink Aloe Vera Hydration Face Serum : 27 ml,8784,16,10,549
3028,UT-2017-118773,2/9/2023,TP-21415,Green Spice Store,Retailer,India,Patna,Bihar,East,SOULFLOWER-34632627,Beauty & Cosmetics,Face,Soulflower Brightening Wand Face Serum : 15 ml,5850,13,7,450
3029,UT-2017-118773,2/9/2023,TP-21415,Green Spice Store,Retailer,India,Patna,Bihar,East,LAKME-34632628,Beauty & Cosmetics,Face,Lakme Absolute Youth Infinity Serum : 15 ml,12475,25,6,499
3030,UT-2017-118773,2/9/2023,TP-21415,Green Spice Store,Retailer,India,Patna,Bihar,East,AMUL-32467832,Dairy & Beverages,Dairy,Amul Taaza Toned Milk : 200 ml,192,12,7,16
3031,RA-2017-159205,3/31/2023,DB-12910,Galaxy HyperMart,Super Store,India,Coimbatore,Tamil Nadu,South,AMUL-32467833,Dairy & Beverages,Dairy,Amul Taaza Toned Milk : 1 Litre x 12 Units,8880,10,7,888
3032,RA-2017-159205,3/31/2023,DB-12910,Galaxy HyperMart,Super Store,India,Coimbatore,Tamil Nadu,South,MILKY-32467834,Dairy & Beverages,Dairy,Milky Mist UHT Sterilized Toned Milk : 1 Litre,800,10,5,80
3033,MA-2016-112123,3/3/2022,BH-11710,The Spice Cart,Retailer,India,Gurgaon,Haryana,North,AMUL-32467835,Dairy & Beverages,Dairy,Amul Gold Homogenised Standardised Milk : 1 Litre,1200,15,7,80
3034,MA-2016-112123,3/3/2022,BH-11710,The Spice Cart,Retailer,India,Gurgaon,Haryana,North,NANDINI-32467836,Dairy & Beverages,Dairy,Nandini Good Life Toned Milk : 1 Litre,1825,25,8,73
3035,MA-2016-112123,3/3/2022,BH-11710,The Spice Cart,Retailer,India,Gurgaon,Haryana,North,AMUL-32467837,Dairy & Beverages,Dairy,Amul Slim-n-Trim Skimmed Milk : 1 Litre,1600,20,10,80
3036,MA-2015-114468,8/23/2023,TD-20995,The Everyday Basket,Retailer,India,Faridabad,Haryana,North,NESTLE-32467838,Dairy & Beverages,Dairy,Nestle A+ Toned Milk : 1 Litre,2442,22,7,111
3037,MA-2015-114468,8/23/2023,TD-20995,The Everyday Basket,Retailer,India,Faridabad,Haryana,North,MOTHER-32467839,Dairy & Beverages,Dairy,Mother Dairy Toned Milk : 1 Litre,1036,14,9,74
3038,MA-2015-114468,8/23/2023,TD-20995,The Everyday Basket,Retailer,India,Faridabad,Haryana,North,RAW-32467840,Dairy & Beverages,Dairy,Raw Pressery Almond Milk Plain (Unsweetened) : 1 Litre,5200,16,8,325
3039,UT-2017-135692,4/27/2023,CV-12805,Social,Restaurants,India,Agra,Uttar Pradesh,North,AMUL-32467841,Dairy & Beverages,Dairy,Amul Kool Kesar Milk : 180 ml,350,14,8,25
3040,UT-2017-135692,4/27/2023,CV-12805,Social,Restaurants,India,Agra,Uttar Pradesh,North,AMUL-32467842,Dairy & Beverages,Dairy,Amul Kool Badam Milk : 180 ml,550,22,6,25
3041,MA-2017-131233,4/14/2023,CS-12355,Annapurna Grocers,Retailer,India,Gwalior,Madhya Pradesh,Central,SOFIT-32467843,Dairy & Beverages,Dairy,Sofit Soya Drink Vanilla : 1 Litre,4030,26,9,155
3042,UT-2017-119578,12/22/2023,JG-15310,Spice & Sizzle,Restaurants,India,Jalandhar,Punjab,North,AMUL-32467844,Dairy & Beverages,Dairy,Amul Kool Cafe Milk : 200 ml,450,15,8,30
3043,UT-2017-119578,12/22/2023,JG-15310,Spice & Sizzle,Restaurants,India,Jalandhar,Punjab,North,AMUL-32467845,Dairy & Beverages,Dairy,Amul Kool Elaichi Milk : 180 ml,250,10,10,25
3044,PU-2016-124562,12/8/2022,JP-16135,NovaMart Hypermarket,Super Store,India,Shillong,Meghalaya,East,CAVIN'S-32467846,Dairy & Beverages,Dairy,Cavin's Chocolate Milkshake : 1 Litre,4800,20,7,240
3045,MA-2017-140074,3/23/2023,EC-14050,The Grain Fields,Retailer,India,Faridabad,Haryana,North,SOFIT-32467847,Dairy & Beverages,Dairy,Sofit Soya Drink Naturally Sugar Free : 1 Litre,4030,26,4,155
3046,UT-2016-103037,7/25/2022,KH-16630,The Chow Down,Restaurants,India,Kolkata,West Bengal,East,CAVIN'S-32467848,Dairy & Beverages,Dairy,Cavin's Vanilla Milkshake : 1 Litre,2880,12,6,240
3047,MA-2017-127460,7/10/2023,FG-14260,RoyalCrest Mart,Super Store,India,Indore,Madhya Pradesh,Central,AMUL-32467849,Dairy & Beverages,Dairy,Amul Kool Rose Milk : 180 ml,575,23,10,25
3048,PU-2016-121671,7/17/2022,AA-10480,Nature’s Basket,Retailer,India,Amritsar,Punjab,North,NESTLÉ-32467850,Dairy & Beverages,Dairy,Nestlé Slim Milk : 1 Litre,2000,20,8,100
3049,PU-2016-121671,7/17/2022,AA-10480,Nature’s Basket,Retailer,India,Amritsar,Punjab,North,AMUL-32467851,Dairy & Beverages,Dairy,Amul Lactose Free Milk : 200 ml,325,13,7,25
3050,PU-2016-121671,7/17/2022,AA-10480,Nature’s Basket,Retailer,India,Amritsar,Punjab,North,GOVIND-32467852,Dairy & Beverages,Dairy,Govind Funzz Pista Flavoured Milk Bottle : 200 ml,570,19,7,30
3051,PU-2016-121671,7/17/2022,AA-10480,Nature’s Basket,Retailer,India,Amritsar,Punjab,North,GOVIND-32467853,Dairy & Beverages,Dairy,Govind Funzz Mango Flavored Milk Bottle : 200 ml,510,17,9,30
3052,PU-2016-121671,7/17/2022,AA-10480,Nature’s Basket,Retailer,India,Amritsar,Punjab,North,CHITALE-32467854,Dairy & Beverages,Dairy,Chitale Flavoured Milk Butterscotch : 200 ml,810,27,8,30
3053,TA-2016-150350,8/23/2022,MS-17770,Swadesh Organic Essentials,Retailer,India,Bhopal,Madhya Pradesh,Central,GOVIND-32467855,Dairy & Beverages,Dairy,Govind Funzz Butterscotch Flavoured Milk Bottle : 200 ml,540,18,7,30
3054,TA-2016-150350,8/23/2022,MS-17770,Swadesh Organic Essentials,Retailer,India,Bhopal,Madhya Pradesh,Central,GOVIND-32467856,Dairy & Beverages,Dairy,Govind Funzz Chocolate Flavored Milk Bottle : 200 ml,810,27,8,30
3055,TA-2016-150350,8/23/2022,MS-17770,Swadesh Organic Essentials,Retailer,India,Bhopal,Madhya Pradesh,Central,GOVIND-32467857,Dairy & Beverages,Dairy,Govind Kesar Flavoured Double Toned Milk Bottle : 200 ml,660,22,6,30
3056,TA-2016-150350,8/23/2022,MS-17770,Swadesh Organic Essentials,Retailer,India,Bhopal,Madhya Pradesh,Central,CHITALE-32467858,Dairy & Beverages,Dairy,Chitale Flavoured Milk - Coffee : 200 ml,945,27,7,35
3057,TA-2016-150350,8/23/2022,MS-17770,Swadesh Organic Essentials,Retailer,India,Bhopal,Madhya Pradesh,Central,AMUL-32467859,Dairy & Beverages,Dairy,Amul Basundi Kesar Elaichi : 1 Litre,3120,16,9,195
